N;Класс_id;Класс;Спек_id;Специализация;Роль;Ресурс;Ресурс2;HP_героя;ATK_героя;DEF_героя;Speed_героя;Слот;skill_id;Название_RU;Название_EN;Иконка;type;type_RU;power;cost;gen;cost_sec;gen_sec;руны;gen_runic;cd_ходы;spellId_WoW;Описание_сейчас;Что_даёт_сейчас;NEW_power;NEW_cost;NEW_gen;NEW_cost_sec;NEW_gen_sec;NEW_cd;NEW_type;NEW_описание;Флаг;Комментарий
316;engineer;Гном-инженер;mechanist;Механист;Боец (DPS);Пар;Детали;100;16;5;11;9;shock_wrench;Шоковый ключ;Shock Wrench;⚡;interrupt;Прерывание;0.4;15;0;0;0;;0;2;90009;Сбивает каст искрой. Немота 2 хода.;"Тип: Прерывание | Сбивает каст; power=0.4 (если есть урон — по движку) | Ресурс: −15 Пар | Перезарядка: 2 ход(а/ов)";;;;;;;;;;Пока без изм
317;engineer;Гном-инженер;sapper;Сапёр;Боец (DPS);Пар;Детали;92;17;3;12;1;sticky_bomb;Липкая бомба;Sticky Bomb;🧨;dot;Урон со временем (DoT);0.95;0;16;0;1;;0;0;90011;Липнет и тикает. +Пар, +1 деталь.;Тип: Урон со временем (DoT) | DoT: суммарный/тиковый урон завязан на power=0.95 (тик от ATK) | Ресурс: +16 Пар, +1 Детали | Перезарядка: нет (0);;;;;;;;;;Пока без изм
318;engineer;Гном-инженер;sapper;Сапёр;Боец (DPS);Пар;Детали;92;17;3;12;2;shrapnel_blast;Шрапнель;Shrapnel Blast;💥;aoe;Урон по области (все враги);0.85;30;0;0;1;;0;0;90012;Осколки по паку. +1 деталь.;Тип: Урон по области (все враги) | Урон по каждому врагу ≈ ATK × 0.85 | Ресурс: −30 Пар, +1 Детали | Перезарядка: нет (0);;;;;;;;;;Пока без изм
319;engineer;Гном-инженер;sapper;Сапёр;Боец (DPS);Пар;Детали;92;17;3;12;3;cluster_bomb;Кассетная бомба;Cluster Bomb;💣;aoe;Урон по области (все враги);46143;40;0;0;0;;0;0;90013;Серия взрывов по области.;Тип: Урон по области (все враги) | Урон по каждому врагу ≈ ATK × 1.05 | Ресурс: −40 Пар | Перезарядка: нет (0);;;;;;;;;;Пока без изм
320;engineer;Гном-инженер;sapper;Сапёр;Боец (DPS);Пар;Детали;92;17;3;12;4;deploy_bomb_drone;Дроны-бомбы;Bomb Drones;🛸;summon;Призыв / пет;1;35;0;2;0;;0;3;90014;2 дрона-камикадзе на 3 хода. 2 детали.;"Тип: Призыв / пет | Призыв механики/пета; power=1 | Ресурс: −35 Пар, −2 Детали | Перезарядка: 3 ход(а/ов)";;;;;;;;;;Пока без изм
321;engineer;Гном-инженер;sapper;Сапёр;Боец (DPS);Пар;Детали;92;17;3;12;5;rocket_barrage;Ракетный залп;Rocket Barrage;🚀;aoe;Урон по области (все враги);42005;45;0;0;0;;0;2;90015;Залп мини-ракет.;Тип: Урон по области (все враги) | Урон по каждому врагу ≈ ATK × 1.15 | Ресурс: −45 Пар | Перезарядка: 2 ход(а/ов);;;;;;;;;;Пока без изм
322;engineer;Гном-инженер;sapper;Сапёр;Боец (DPS);Пар;Детали;92;17;3;12;6;remote_charge;Дистанционный заряд;Remote Charge;📡;damage;Урон (одна цель);49310;25;0;0;0;;0;0;90016;Точечный подрыв цели.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.35 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −25 Пар | Перезарядка: нет (0);;;;;;;;;;Пока без изм
323;engineer;Гном-инженер;sapper;Сапёр;Боец (DPS);Пар;Детали;92;17;3;12;7;demolish;Подрыв;Demolish;☢️;aoe;Урон по области (все враги);46113;55;0;3;0;;0;4;90017;Большой взрыв. 3 детали.;Тип: Урон по области (все враги) | Урон по каждому врагу ≈ ATK × 1.4 | Ресурс: −55 Пар, −3 Детали | Перезарядка: 4 ход(а/ов);;;;;;;;;;Пока без изм
324;engineer;Гном-инженер;sapper;Сапёр;Боец (DPS);Пар;Детали;92;17;3;12;8;nitro_boosts;Нитро-ускорители;Nitro Boosts;🔥;buff;Бафф (усиление);0.2;15;0;0;0;;0;4;90018;Краткий разгон: +ATK.;"Тип: Бафф (усиление) | Бафф: величина эффекта часто = power (0.2) — см. описание; длительность в бою по правилам type=buff | Ресурс: −15 Пар | Перезарядка: 4 ход(а/ов)";;;;;;;;;;Пока без изм
325;engineer;Гном-инженер;sapper;Сапёр;Боец (DPS);Пар;Детали;92;17;3;12;9;shock_wrench;Шоковый ключ;Shock Wrench;⚡;interrupt;Прерывание;0.4;15;0;0;0;;0;2;90009;Сбивает каст. Немота 2 хода.;"Тип: Прерывание | Сбивает каст; power=0.4 (если есть урон — по движку) | Ресурс: −15 Пар | Перезарядка: 2 ход(а/ов)";;;;;;;;;;Пока без изм
326;engineer;Гном-инженер;tinkerer;Изобретатель;Боец (DPS);Пар;Детали;95;16;4;12;1;zap_gun;Электропушка;Zap Gun;⚡;damage;Урон (одна цель);46235;0;18;0;1;;0;0;90021;Разряд. +Пар, +1 деталь.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.08 (модификаторы крита/мастерства/vers/баффы) | Ресурс: +18 Пар, +1 Детали | Перезарядка: нет (0);;;;;;;;;;Удалить описание,  повысить генерацию пара до 20, снизить урон до 13т
327;engineer;Гном-инженер;tinkerer;Изобретатель;Боец (DPS);Пар;Детали;95;16;4;12;2;flux_bolt;Поток флюкса;Flux Bolt;🌀;damage;Урон (одна цель);46753;28;0;0;1;;0;0;90022;Нестабильный заряд. +1 деталь.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.28 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −28 Пар, +1 Детали | Перезарядка: нет (0);;;;;;;;;;Удалить описание, генерирует 15 пар, урон повысить до 30т 
328;engineer;Гном-инженер;tinkerer;Изобретатель;Боец (DPS);Пар;Детали;95;16;4;12;3;death_ray;Гномский луч смерти;Gnomish Death Ray;☢️;damage;Урон (одна цель);46204;45;0;0;0;;0;2;90023;Рискованный мощный луч.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.7 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −45 Пар | Перезарядка: 2 ход(а/ов);;;;;;;;;;"Удалить описание, расход 50 пар, КД 3 , ап урона до 64т с накладывание доты ""Радиация"" на все вражеские цели на 2 хода которая бьет по 5т урона каждый ход и снижает их урон на 5%  тип урона огненная магия"
329;engineer;Гном-инженер;tinkerer;Изобретатель;Боец (DPS);Пар;Детали;95;16;4;12;4;rocket_chicken;Ракета-курица;Rocket Chicken;🐔;summon;Призыв / пет;1;30;0;1;0;;0;3;90024;Боевая курица-ракета на 3 хода. 1 деталь.;"Тип: Призыв / пет | Призыв механики/пета; power=1 | Ресурс: −30 Пар, −1 Детали | Перезарядка: 3 ход(а/ов)";;;;;;;;;;Удалить описание, от ракеты наносит огненный урон АОЕ в размере 10т и  призывает 2 ракеты-курицы на 3 хода, КД 4
330;engineer;Гном-инженер;tinkerer;Изобретатель;Боец (DPS);Пар;Детали;95;16;4;12;5;world_destroyer;Личный разрушитель миров;World Destroyer;🤖;summon;Призыв / пет;1;50;0;3;0;;0;5;90025;Мини-танк гномов на 3 хода. 3 детали.;"Тип: Призыв / пет | Призыв механики/пета; power=1 | Ресурс: −50 Пар, −3 Детали | Перезарядка: 5 ход(а/ов)";;;;;;;;;;Удалить описание,  робот появляется на 2 хода и наносит всем АОЕ урон каждый ход в течении 2 ходов и исчезает, КД 5
331;engineer;Гном-инженер;tinkerer;Изобретатель;Боец (DPS);Пар;Детали;95;16;4;12;6;shrink_ray;Уменьшающий луч;Shrink Ray;🔬;debuff;Дебафф;0.15;25;0;0;0;;0;3;90026;Цель слабее (−ATK) на время.;Тип: Дебафф | Сила (power)=0.15 — интерпретация по type в движке боя | Ресурс: −25 Пар | Перезарядка: 3 ход(а/ов);;;;;;;;;; Удалить описание
332;engineer;Гном-инженер;tinkerer;Изобретатель;Боец (DPS);Пар;Детали;95;16;4;12;7;magnetic_grip;Магнитный захват;Magnetic Grip;🧲;cc;cc;1;20;0;0;0;;0;3;90027;Стан 1 ход + сбив каста.;Тип: cc | Сила (power)=1 — интерпретация по type в движке боя | Ресурс: −20 Пар | Перезарядка: 3 ход(а/ов);;;;;;;;;;Удалить описание, добавить генерацию 1 детали
333;engineer;Гном-инженер;tinkerer;Изобретатель;Боец (DPS);Пар;Детали;95;16;4;12;8;scrap_swarm;Рой металлолома;Scrap Swarm;🐝;summon;Призыв / пет;1;40;0;2;0;;0;4;90028;3 скрап-бота на 2 хода. 2 детали.;"Тип: Призыв / пет | Призыв механики/пета; power=1 | Ресурс: −40 Пар, −2 Детали | Перезарядка: 4 ход(а/ов)";;;;;;;;;;Удалить описание, призывает 2 скрап бота на 5 ходов, каждый ход наносят СТ урон цели которую последней атаковал владелец. КД 8
334;engineer;Гном-инженер;tinkerer;Изобретатель;Боец (DPS);Пар;Детали;95;16;4;12;9;shock_wrench;Шоковый ключ;Shock Wrench;⚡;interrupt;Прерывание;0.4;15;0;0;0;;0;2;90009;Сбивает каст. Немота 2 хода.;"Тип: Прерывание | Сбивает каст; power=0.4 (если есть урон — по движку) | Ресурс: −15 Пар | Перезарядка: 2 ход(а/ов)";;;;;;;;;;Удалить описание,  стоимость 20 пар, КД 5 , оглушает цель на 2 раунда
